0.0000000000000000	,5.0000000000000000
6.0531329284591298	,4.9999950000000011
6.1087572315810634	,4.9529041326872845
6.1684300672374643	,4.8422218336018323
6.2269041462352357	,4.6271564599166632
6.2855996913407157	,4.2718984950658569
6.3439039692382062	,3.7498911639442598
6.4008169325728952	,3.0500227647773821
6.4549121050891349	,2.1871474032979941
6.5041192114130144	,1.2171994552226117
6.5385674435693852	,0.4283787655645779
6.5430829698694177	,0.3297130650226572
6.5472760548778934	,0.2524595067052011
6.5513484737630279	,0.1929648541197896
6.5556036028294438	,0.1463426090515017
6.5603795463635972	,0.1097428502668704
6.5660525517560187	,0.0801265242933222
6.5761024233805667	,0.0579286156899410
6.5837808363564490	,0.0525780397087571
6.5864395451823565	,0.0483042078315814
6.5890475231723187	,0.0473073460854122
6.5932977458732847	,0.0457224096561776
6.5979849807822939	,0.0468673814955751
6.6089257079286963	,0.0429030132189936
6.6344779596326937	,0.0409492020357435
6.7393297707190429	,0.0349284834648736
6.7616986612653243	,0.0338229537133640
6.7874711321989558	,0.0299197718414121
6.7962348455517727	,0.0321019372070935
6.8301074475915282	,0.0329904606675169
6.8388482088890132	,0.0304014850784518
6.8682927401788891	,0.0269522033942483
6.8764550360334997	,0.0290433165589531
6.9176165618496475	,0.0300811982880399
6.9253027531357434	,0.0274476144126933
6.9528151552090165	,0.0242997276909731
6.9602554837352750	,0.0264145095207660
7.0020212982381116	,0.0277065891287484
7.0089884503788653	,0.0250956185674471
7.0355792233242829	,0.0221118528386869
7.0423967163181898	,0.0242693974534145
7.0848394035734295	,0.0257418512780455
7.0912326685785949	,0.0231520425352485
7.1170569258260930	,0.0202830038881635
7.1233519397671898	,0.0224755965120657
7.1667267133847714	,0.0240840692854777
7.1726400120040816	,0.0215073802574717
7.1977562175361056	,0.0187252564874636
7.2036076631645987	,0.0209442946747773
7.2482417045229788	,0.0226588117455926
7.2537436332590683	,0.0200884537474411
7.2781878926822969	,0.0173748256145607
7.2836563438689161	,0.0196137461818535
7.3299757376188932	,0.0214123227967091
7.3351183998043705	,0.0188431276596928
7.3589156962691042	,0.0161850300189622
7.3640479683270215	,0.0184390066901918
7.4126579678485420	,0.0203042035417647
7.4174813356674285	,0.0177320153306770
7.4406450694951189	,0.0151201424634789
7.4454774728640603	,0.0173855276974779
7.4973386746975823	,0.0193018054075370
7.5018728868948878	,0.0167228121730143
7.5243989203666910	,0.0141505896866409
7.5289591605171697	,0.0164244636087548
7.5858536024496059	,0.0183745509819732
7.5901194158452983	,0.0157844312183781
7.6119677721939096	,0.0132477120496054
7.6162753548951434	,0.0155274706171017
7.6825624829866532	,0.0174814353299109
7.6865676188655678	,0.0148733829081081
7.7075864753603733	,0.0123713650990320
7.7116496954031897	,0.0146540008287697
7.8117372039857775	,0.0164597113878051
7.8154357815886408	,0.0138120795064357
7.8344613967745369	,0.0113602719378867
7.8382446540794897	,0.0136366224734846
7.9131882098141322	,0.0130972714436631
8.0984613488565991	,0.0097757210080184
8.1019743401101074	,0.0119256700284720
8.1229744532711301	,0.0117941995811626
8.3247918127980700	,0.0107738296802877
8.4379245834825731	,0.0074232472532259
8.4400333106612848	,0.0102562631005702
8.4865307025357772	,0.0123021223189747
8.4893482329392214	,0.0100509982737413
8.5094954695726450	,0.0074712428304001
8.5121753769004087	,0.0099615198872649
8.5433335383097013	,0.0098369974966288
8.8652601339602999	,0.0065381362973570
8.8678131868054475	,0.0087417258724371
8.8799207244221456	,0.0086841749210696
9.0147687307873348	,0.0082952151707067
9.3008826444235275	,0.0047398038915860
9.3028599197997064	,0.0075785887500129
9.3175637113607408	,0.0075364619285532
9.4563139461026893	,0.0050612738739579
9.4583763732239028	,0.0072308580087132
9.4802682386845252	,0.0071834713398904
9.7568090578923972	,0.0046086917948298
9.7587721257315341	,0.0066552767346488
9.7736580172519396	,0.0066243108804260
9.9592987271632261	,0.0063138694429306
10.0020589323518383	,0.0062468814254837
10.0317565320742617	,0.0062466776301639
10.4374456322934073	,0.0062470694051842
15.0012505456732210	,0.0062470700106477
15.1159564875282619	,0.0067268755107301
15.2487529584168300	,0.0103308593527291
15.2505865491242325	,0.0073929796602355
15.2636815336835348	,0.0074721778057807
15.4158962381879974	,0.0084195650628002
15.4885369363357697	,0.0089639133356316
15.5510218153382151	,0.0118774003122265
15.5536354041483857	,0.0095353634739632
15.5708287382100199	,0.0096973617058266
15.7071527007137703	,0.0131960816784856
15.7101705653530832	,0.0111804178823098
15.7209088141567381	,0.0113487465287605
15.8031918617391653	,0.0125071345910420
15.8738747637228688	,0.0165759982195457
15.8774140098093195	,0.0137860743827819
15.8934733143110183	,0.0141130483838149
16.0026637759071626	,0.0187888943824945
16.0071067180963951	,0.0167232053890046
16.0180315597319769	,0.0171214064436065
16.0787078840063629	,0.0190861206829742
16.1292628181373203	,0.0238931457271379
16.1348682979692946	,0.0213732194291963
16.1522961864223120	,0.0222329318508146
16.2191852751070549	,0.0260388117109494
16.2479726017601322	,0.0309596884609079
16.2530722666503102	,0.0286220505180394
16.2838229291291050	,0.0314309594293134
16.3490930172874513	,0.0414426108928100
16.3603686810493940	,0.0405100428866595
16.3697618321413252	,0.0429750885577748
16.3994964055765848	,0.0513257243090955
16.4154554591647539	,0.0533790962683145
16.4313524768067971	,0.0585015401682286
16.4527195375407160	,0.0669426572606411
16.4729341897725376	,0.0778063594811565
16.4928036638992346	,0.0928724406822590
16.5071352801807549	,0.1064449037873750
16.5290112796067703	,0.1372598444187406
16.5359336593958588	,0.1496089730776054
16.5658427166157551	,0.2468858693323150
16.5828414649388378	,0.3198201362224061
16.5998740121577946	,0.3978172218053396
16.7005346500613925	,0.8405509693196731
16.8339720662329420	,1.3605166421006833
16.9801965138231878	,1.8561511458997966
17.1526797681298611	,2.3547797547236269
17.3554949762213440	,2.8409310150747782
17.5931479538614219	,3.2981850365141714
17.8727151964294748	,3.7137776866634362
18.2055622803927477	,4.0784332001621202
18.6111921714082342	,4.3861572684583869
19.1273620431674836	,4.6339599627018710
19.8452652910790626	,4.8213894838435838
20.3090772283810246	,4.8868630412143812
20.7505594742709469	,4.9280017304743104
21.3704764877636428	,4.9600971340402600
21.9185796258389800	,4.9778904663185495
22.4897644974521853	,4.9864753513955042
23.0329729787522197	,4.9931096254338430
23.5814002031872896	,4.9999999999999982
