0.0000000000000000	,0.0062470000000000
18.0177258737285513	,0.0082470000000000
18.0183512195949866	,0.0062470694064377
30.1464080166786310	,0.0062470693414840
215.9684329685042314	,0.0062470686574952
215.9722007771387098	,0.0062519699011806
216.0253313846517642	,0.0066318319626616
216.0534730323606425	,0.0100227579997658
216.0553373771941210	,0.0073346326171479
216.0619901932782057	,0.0075988533381693
216.0822861613025623	,0.0107279822028717
216.0846819125481204	,0.0088371958597296
216.0899064545129420	,0.0093349140069890
216.1030123730444075	,0.0108110518945687
216.1131207687528502	,0.0149663973005079
216.1168817162907487	,0.0133823517342904
216.1219944035130993	,0.0149430394461290
216.1298707189996549	,0.0181009596174983
216.1361677204522209	,0.0221642660627225
216.1429238756279290	,0.0290498086223844
216.1469500427359094	,0.0368726418874469
216.1559563919003040	,0.0634695237643658
216.1571118622383665	,0.0671697630093738
216.1578846226366863	,0.0729798001606829
216.1967567559237295	,0.2608412764761883
216.3224993726342973	,0.8208344690551130
216.4475836457881996	,1.3125459368417622
216.5905490993309002	,1.8043011207121267
216.7600595543009945	,2.3031352418574094
216.9595416378238326	,2.7914155745361477
217.1932916568489986	,3.2523346654712881
217.4680596038484168	,3.6727554877474478
217.7946388321433346	,4.0430477851140676
218.1913837361864239	,4.3568870800072013
218.6932634323921150	,4.6109867548596526
219.3821902815505496	,4.8046697286004330
219.8757865921224948	,4.8798806548814051
220.3268407383908993	,4.9242596662313165
220.9757857799218641	,4.9591751680527709
221.5384233693037856	,4.9777214082432266
222.1163085037937321	,4.9864501998018467
222.6625066397579076	,4.9931239474911493
223.2138849615773211	,4.9850661662347280
224.4748270047207370	,5.0000000000000009
226.2945735874921809	,5.0004988135811690
226.2945735874921809	,5.0019997655882369
226.3162434537617003	,4.9567995233498365
226.3409080833213523	,4.8443779246271914
226.3653456000495510	,4.6205803480543590
226.3895244615324884	,4.2549238464199259
226.4159257289534253	,3.6589658630004971
226.4431784606180713	,2.7945308262435593
226.4704303273996686	,1.6460063028489795
226.4901412336390081	,0.6268251917066058
226.4926792937582434	,0.4957474133731584
226.4965748220727733	,0.3283634322183944
226.4973815517036257	,0.2975474254707033
226.4978285513002447	,0.2845913298057724
226.5012811775662271	,0.1875057646071100
226.5037762832395458	,0.1397793753850793
226.5070566838363106	,0.0968799415558456
226.5105767294049315	,0.0683851624667198
226.5156471909476181	,0.0466080109055479
226.5245281584344639	,0.0330977242000314
226.5281648400182632	,0.0330032499725176
226.5303330341567971	,0.0292398137163874
226.5313332862632478	,0.0284744263741203
226.5461054987222838	,0.0272323808802473
226.5506358816434158	,0.0264705891489856
226.5646159278463188	,0.0254135713917983
226.5690630784278596	,0.0249533325078841
226.5798338183537908	,0.0242048068377802
226.5839280488084171	,0.0238772208895920
226.5928477201498481	,0.0233006783628790
226.5966697217547789	,0.0230395061203026
226.6044020251469249	,0.0225724242168222
226.6080370265669330	,0.0223497802586108
226.6149468654662087	,0.0219581434832429
226.6184927717630728	,0.0217584288126607
226.6248094703951779	,0.0214213113399472
226.6283816156286264	,0.0212336551790053
226.6342595940429874	,0.0209374221533328
226.6379719011300722	,0.0207540656193345
226.6435029733324882	,0.0204902923022938
226.6474172026201472	,0.0203076900678378
226.6526417164267855	,0.0200715334251495
226.6567258131053109	,0.0198910279754845
226.6616757652335821	,0.0196785821803906
226.6658365407372742	,0.0195039099548294
226.6678425472490801	,0.0194213556668471
226.6732181597788554	,0.0191542578796213
226.6807891186350332	,0.0188883593106029
226.6838351248223944	,0.0187513266693724
226.6886912661985889	,0.0185795222592866
226.6900924234869592	,0.0185235210862372
226.6930604873712412	,0.0184138757787907
226.6971664807651337	,0.0182616228107687
226.7028203907843817	,0.0180665571014186
226.7047073608092660	,0.0180002130669325
226.7081051316101536	,0.0178848753296760
226.7107374071586321	,0.0177959151250202
226.7148049247106201	,0.0176622144192714
226.7163549403343268	,0.0176116025478271
226.7192361071678306	,0.0175188776096836
226.7235829432395633	,0.0173811334935918
226.7282197453870367	,0.0172377313465142
226.7310778191289558	,0.0171506008722972
226.7347650377968762	,0.0170401525688245
226.7377233524454141	,0.0169527196937952
226.7413528696280878	,0.0168472321648124
226.7446958852754335	,0.0167514579877708
226.7483408182262110	,0.0166488133660801
226.7517128060909499	,0.0165552082104449
