0.0000000000000000	,0.0000000000000000
0.0000000100000000	,0.0000020000000000
0.0000141324322165	,0.0014132432216476
0.0000287053405305	,0.0028674731717466
0.0000435257487868	,0.0043443531912530
0.0000586016098731	,0.0058446391369310
0.0000739486107848	,0.0073698552023052
0.0000895845167064	,0.0089217282971146
0.0001055293294938	,0.0105022030334985
0.0001218057060502	,0.0121134824323851
0.0001384394935371	,0.0137580800141890
0.0001554604141936	,0.0154388864511590
0.0001729029543893	,0.0171592560979933
0.0001908075383129	,0.0189231212260480
0.0002092221072108	,0.0207351457301189
0.0002282042912183	,0.0226009365129949
0.0002478244726493	,0.0245273416368429
0.0002681702366030	,0.0265228835046038
0.0002893530688377	,0.0285984107722197
0.0003115188732111	,0.0307681220275672
0.0003348653741110	,0.0330512596013835
0.0003596728770493	,0.0354751035605356
0.0003863635272333	,0.0380807394785648
0.0004156296363647	,0.0409355487771127
0.0004487627828496	,0.0441652407561078
0.0004887590407872	,0.0480614264420257
0.0005465771607685	,0.0536907326263431
0.0005875118186308	,0.0576759629212356
0.0006094961575509	,0.0598166572613597
0.0006533667757041	,0.0640897146860434
0.0006809669974682	,0.0667795381927964
0.0007100216009165	,0.0696127201736690
0.0007362992044063	,0.0721768613759134
0.0007612133659430	,0.0746097475895263
0.0007848832625958	,0.0769229571691108
0.0008075367930358	,0.0791386910857678
0.0008293251122880	,0.0812716698734588
0.0008503665779059	,0.0833334207662943
0.0008707542093432	,0.0853330032126031
0.0008905628132900	,0.0872777029311734
0.0009098535953942	,0.0891734810317106
0.0009286773930610	,0.0910252888529878
0.0009470769858521	,0.0928372929679142
0.0009650887851496	,0.0946130397365271
0.0009827440945180	,0.0963555780502961
0.0010000700665396	,0.0980675525169331
0.0010170904407264	,0.0997512753248772
0.0010338261206758	,0.1014087824522473
0.0010502956312608	,0.1030418781927765
0.0010665154849783	,0.1046521708348252
0.0010825004785870	,0.1062411015515129
0.0010982639355998	,0.1078099680177400
0.0011138179062514	,0.1093599438857682
0.0011291733337250	,0.1108920949748691
0.0011443401933570	,0.1124073928292586
0.0011593276100105	,0.1139067261499392
0.0011741439576706	,0.1153909104950809
0.0011887969444520	,0.1168606965597767
0.0012032936855566	,0.1183167772820828
0.0012176407662077	,0.1197597939730370
0.0012318442962015	,0.1211903416301211
0.0012459099574036	,0.1226089735636846
0.0012598430452788	,0.1240162054422102
0.0012736485053476	,0.1254125188435255
0.0012873309653106	,0.1267983643839979
0.0013008947634546	,0.1281741644856558
0.0013143439738558	,0.1295403158313337
0.0013276824288122	,0.1308971915499438
0.0013409137388700	,0.1322451431674005
